Scheme,Description,Agency,Image,Link,Who It's For,What It Gives,Scheme Type
HIV+ Pregnant Mothers' Fund,"Assistance for HIV positive mothers who cannot afford anti-HIV treatment, in order to prevent transmission of HIV to their baby.",Action for AIDS (AFA),https://chidnast.sirv.com/SchemesSG/afa.jpg,https://afa.org.sg/whatwedo/support/coordinatedcare/financialsupportprogrammes/#toggle-id-3,HIV patients,Financial assistance for HIV patients,Family
Linkage to Care,"We will subsidise your first visit to Tan Tock Seng Hospitalís National Centre for Infectious Diseases (TTSH/NCID), Singapore General Hospital (SGH), National University Hospital (NUH) & Changi General Hospital (CGH), up to a maximum of $200. This will help to cover the major portion of the cost of laboratory tests and consultation charges on your first visit.",Action for AIDS (AFA),https://chidnast.sirv.com/SchemesSG/afa.jpg,https://afa.org.sg/whatwedo/support/coordinatedcare/financialsupportprogrammes/#toggle-id-1,HIV patients,Financial assistance for HIV patients,Healthcare
Paddy Chew Patient Welfare Fund,AFAís longest-running medications subsidy to provide critical and timely financial support to lower the cost of medication. Anti-retroviral medications are not classified as standard drugs in Singapore and the financial burden can deter adherence to treatment.,Action for AIDS (AFA),https://chidnast.sirv.com/SchemesSG/afa.jpg,https://afa.org.sg/whatwedo/support/coordinatedcare/financialsupportprogrammes/#toggle-id-2,HIV patients,Financial assistance for HIV patients,Healthcare
Pioneer Generation Disability Assistance Scheme (PioneerDAS),"The Pioneer Generation Disability Assistance Scheme (PioneerDAS) is part of the Pioneer Generation Package, which honours what Singapore's Pioneers have done for the country. Under this scheme, Pioneers who have disabilities can receive $100 a month, which they can use for expenses.",Agency for Integrated Care,https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/pioneer-generation-disability-assistance-scheme,Elderly,Financial assistance,Elderly
Pioneer Generation Disability Assistance Scheme (PioneerDAS),"The Pioneer Generation Disability Assistance Scheme (PioneerDAS) is part of the Pioneer Generation Package, which honours what Singapore's Pioneers have done for the country. Under this scheme, Pioneers who have disabilities can receive $100 a month, which they can use for expenses.",Agency for Integrated Care,https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/pioneer-generation-disability-assistance-scheme,Elderly,Financial assistance, Caregivers
Pioneer Generation Disability Assistance Scheme (PioneerDAS),"The Pioneer Generation Disability Assistance Scheme (PioneerDAS) is part of the Pioneer Generation Package, which honours what Singapore's Pioneers have done for the country. Under this scheme, Pioneers who have disabilities can receive $100 a month, which they can use for expenses.",Agency for Integrated Care,https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/pioneer-generation-disability-assistance-scheme, Caregivers,Financial assistance,Elderly
Pioneer Generation Disability Assistance Scheme (PioneerDAS),"The Pioneer Generation Disability Assistance Scheme (PioneerDAS) is part of the Pioneer Generation Package, which honours what Singapore's Pioneers have done for the country. Under this scheme, Pioneers who have disabilities can receive $100 a month, which they can use for expenses.",Agency for Integrated Care,https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/pioneer-generation-disability-assistance-scheme, Caregivers,Financial assistance, Caregivers
CareShield Life,"CareShield Life is a long-term care insurance scheme launched on 1 October 2020 which provides basic financial protection should an individual become severely disabled, especially during old age, and need care for a prolonged duration.

Singapore Citizens or Permanent Residents, born in 1980 or later, will be automatically covered under CareShield Life from 1 October 2020, or when they turn 30, whichever is later. Singapore Citizens or Permanent Residents, born in 1979 or earlier can choose to join CareShield Life from end-2021, if they are not severely disabled.",Agency for Integrated Care,https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/careshield-life,Elderly,Medical insurance,Elderly
Medifund,"Medifund helps needy Singapore citizens who cannot pay their medical bills.

It can be used to pay for restructured hospitals, national specialty centres, and intermediate and long-term care services.",Agency for Integrated Care,https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/medifund,Elderly,Medical insurance,Elderly
Caregivers Training Grant (CTG),Helps caregivers defray the cost of attending training to acquire the necessary knowledge and skills for better caregiving,Agency for Integrated Care (AIC),https://chidnast.sirv.com/SchemesSG/aic.jpg,https://aic.sg/financial-assistance/caregivers-training-grant,Caregivers,Financial assistance for caregiving training,Elderly
Caregivers Training Grant (CTG),Helps caregivers defray the cost of attending training to acquire the necessary knowledge and skills for better caregiving,Agency for Integrated Care (AIC),https://chidnast.sirv.com/SchemesSG/aic.jpg,https://aic.sg/financial-assistance/caregivers-training-grant,Caregivers,Financial assistance for caregiving training,Caregiver
Foreign Domestic Worker (FDW) Levy Concession For Persons With Disabilities,Lower monthly foreign domestic worker (FDW) levy of $60 (instead of $300).,Agency for Integrated Care (AIC),https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/foreign-domestic-worker-levy-concession,Caregivers,Subisdy for FDW employment,Family
Foreign Domestic Worker (FDW) Levy Concession For Persons With Disabilities,Lower monthly foreign domestic worker (FDW) levy of $60 (instead of $300).,Agency for Integrated Care (AIC),https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/foreign-domestic-worker-levy-concession,Caregivers,Subisdy for FDW employment,Elderly
Foreign Domestic Worker (FDW) Levy Concession For Persons With Disabilities,Lower monthly foreign domestic worker (FDW) levy of $60 (instead of $300).,Agency for Integrated Care (AIC),https://chidnast.sirv.com/SchemesSG/aic.jpg,https://www.aic.sg/financial-assistance/foreign-domestic-worker-levy-concession,Caregivers,Subisdy for FDW employment,Caregiver
